,cell_line,assay,file_format,output_type,assembly,file_status,target,biosample_treatment,lab,replicate,file_name,file_location
5390,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,MITF,None,"Michael Snyder, Stanford","rep3,4",ENCFF499VLE.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/MITF/None/Michael Snyder, Stanford/rep3,4/ENCFF499VLE.bed.gz"
5391,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,MITF,None,"Michael Snyder, Stanford",rep4,ENCFF293MMH.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/MITF/None/Michael Snyder, Stanford/rep4/ENCFF293MMH.bed.gz"
5392,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,NR3C1,None,"Michael Snyder, Stanford",rep1,ENCFF932WAP.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/NR3C1/None/Michael Snyder, Stanford/rep1/ENCFF932WAP.bed.gz"
5393,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,NR3C1,None,"Michael Snyder, Stanford",rep1,ENCFF722QUS.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/NR3C1/None/Michael Snyder, Stanford/rep1/ENCFF722QUS.bed.gz"
5394,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,NR3C1,None,"Michael Snyder, Stanford",rep2,ENCFF042IUA.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/NR3C1/None/Michael Snyder, Stanford/rep2/ENCFF042IUA.bed.gz"
5395,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,NR3C1,None,"Michael Snyder, Stanford",rep2,ENCFF359KRH.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/NR3C1/None/Michael Snyder, Stanford/rep2/ENCFF359KRH.bed.gz"
5396,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,NR3C1,None,"Michael Snyder, Stanford","rep1,2",ENCFF913WVP.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/NR3C1/None/Michael Snyder, Stanford/rep1,2/ENCFF913WVP.bed.gz"
5397,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,NR3C1,None,"Michael Snyder, Stanford","rep1,2",ENCFF041RZO.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/NR3C1/None/Michael Snyder, Stanford/rep1,2/ENCFF041RZO.bed.gz"
5398,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,PRDM10,None,"Michael Snyder, Stanford",rep2,ENCFF767BVK.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/PRDM10/None/Michael Snyder, Stanford/rep2/ENCFF767BVK.bed.gz"
5399,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,PRDM10,None,"Michael Snyder, Stanford",rep1,ENCFF874QGV.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/PRDM10/None/Michael Snyder, Stanford/rep1/ENCFF874QGV.bed.gz"
5400,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,PRDM10,None,"Michael Snyder, Stanford","rep1,2",ENCFF393KKO.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/PRDM10/None/Michael Snyder, Stanford/rep1,2/ENCFF393KKO.bed.gz"
5401,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,E2F1,None,"Michael Snyder, Stanford",rep2,ENCFF453DTP.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/E2F1/None/Michael Snyder, Stanford/rep2/ENCFF453DTP.bed.gz"
5402,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,E2F1,None,"Michael Snyder, Stanford",rep1,ENCFF397EQE.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/E2F1/None/Michael Snyder, Stanford/rep1/ENCFF397EQE.bed.gz"
5403,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,E2F1,None,"Michael Snyder, Stanford","rep1,2",ENCFF626AVJ.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/E2F1/None/Michael Snyder, Stanford/rep1,2/ENCFF626AVJ.bed.gz"
5404,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,NFATC3,None,"Michael Snyder, Stanford","rep1,2",ENCFF131JCR.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/NFATC3/None/Michael Snyder, Stanford/rep1,2/ENCFF131JCR.bed.gz"
5405,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,NFATC3,None,"Michael Snyder, Stanford",rep1,ENCFF273STT.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/NFATC3/None/Michael Snyder, Stanford/rep1/ENCFF273STT.bed.gz"
5406,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,NFATC3,None,"Michael Snyder, Stanford",rep2,ENCFF262CQY.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/NFATC3/None/Michael Snyder, Stanford/rep2/ENCFF262CQY.bed.gz"
5407,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,RBM34,None,"Xiang-Dong Fu, UCSD",rep2,ENCFF415XXD.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/RBM34/None/Xiang-Dong Fu, UCSD/rep2/ENCFF415XXD.bed.gz"
5408,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,RBM34,None,"Xiang-Dong Fu, UCSD",rep1,ENCFF254PVV.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/RBM34/None/Xiang-Dong Fu, UCSD/rep1/ENCFF254PVV.bed.gz"
5409,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,RBM34,None,"Xiang-Dong Fu, UCSD","rep1,2",ENCFF601PCW.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/RBM34/None/Xiang-Dong Fu, UCSD/rep1,2/ENCFF601PCW.bed.gz"
5410,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,GTF2B,None,"Kevin Struhl, HMS","rep1,2",ENCFF218IGO.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/GTF2B/None/Kevin Struhl, HMS/rep1,2/ENCFF218IGO.bed.gz"
5411,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,GTF2B,None,"Kevin Struhl, HMS",rep2,ENCFF767DHX.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/GTF2B/None/Kevin Struhl, HMS/rep2/ENCFF767DHX.bed.gz"
5412,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,GTF2B,None,"Kevin Struhl, HMS",rep1,ENCFF767GEX.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/GTF2B/None/Kevin Struhl, HMS/rep1/ENCFF767GEX.bed.gz"
5413,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,MEIS2,None,"Michael Snyder, Stanford",rep1,ENCFF454COM.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/MEIS2/None/Michael Snyder, Stanford/rep1/ENCFF454COM.bed.gz"
5414,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,MEIS2,None,"Michael Snyder, Stanford",rep2,ENCFF531RQL.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/MEIS2/None/Michael Snyder, Stanford/rep2/ENCFF531RQL.bed.gz"
5415,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,MEIS2,None,"Michael Snyder, Stanford","rep1,2",ENCFF133AJO.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/MEIS2/None/Michael Snyder, Stanford/rep1,2/ENCFF133AJO.bed.gz"
5416,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,ILF3,None,"Michael Snyder, Stanford","rep1,4",ENCFF455FXG.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/ILF3/None/Michael Snyder, Stanford/rep1,4/ENCFF455FXG.bed.gz"
5417,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,ILF3,None,"Michael Snyder, Stanford",rep1,ENCFF440OYN.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/ILF3/None/Michael Snyder, Stanford/rep1/ENCFF440OYN.bed.gz"
5418,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,ILF3,None,"Michael Snyder, Stanford",rep4,ENCFF714ILF.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/ILF3/None/Michael Snyder, Stanford/rep4/ENCFF714ILF.bed.gz"
5419,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,SPI1,None,"Richard Myers, HAIB","rep1,2",ENCFF761OMK.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/SPI1/None/Richard Myers, HAIB/rep1,2/ENCFF761OMK.bed.gz"
5420,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,SPI1,None,"Richard Myers, HAIB",rep1,ENCFF533UNN.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/SPI1/None/Richard Myers, HAIB/rep1/ENCFF533UNN.bed.gz"
5421,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,SPI1,None,"Richard Myers, HAIB",rep2,ENCFF472DXY.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/SPI1/None/Richard Myers, HAIB/rep2/ENCFF472DXY.bed.gz"
5422,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,NR0B1,None,"Michael Snyder, Stanford","rep1,2",ENCFF131FBO.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/NR0B1/None/Michael Snyder, Stanford/rep1,2/ENCFF131FBO.bed.gz"
5423,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,NR0B1,None,"Michael Snyder, Stanford",rep2,ENCFF647TNF.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/NR0B1/None/Michael Snyder, Stanford/rep2/ENCFF647TNF.bed.gz"
5424,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,NR0B1,None,"Michael Snyder, Stanford",rep1,ENCFF104CDG.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/NR0B1/None/Michael Snyder, Stanford/rep1/ENCFF104CDG.bed.gz"
5425,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,RBM15,None,"Xiang-Dong Fu, UCSD","rep1,2",ENCFF061CWY.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/RBM15/None/Xiang-Dong Fu, UCSD/rep1,2/ENCFF061CWY.bed.gz"
5426,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,RBM15,None,"Xiang-Dong Fu, UCSD",rep1,ENCFF877VRW.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/RBM15/None/Xiang-Dong Fu, UCSD/rep1/ENCFF877VRW.bed.gz"
5427,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,RBM15,None,"Xiang-Dong Fu, UCSD",rep2,ENCFF278SFK.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/RBM15/None/Xiang-Dong Fu, UCSD/rep2/ENCFF278SFK.bed.gz"
5428,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,XRCC5,None,"Xiang-Dong Fu, UCSD",rep1,ENCFF733DNR.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/XRCC5/None/Xiang-Dong Fu, UCSD/rep1/ENCFF733DNR.bed.gz"
5429,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,XRCC5,None,"Xiang-Dong Fu, UCSD",rep2,ENCFF575CPG.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/XRCC5/None/Xiang-Dong Fu, UCSD/rep2/ENCFF575CPG.bed.gz"
5430,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,XRCC5,None,"Xiang-Dong Fu, UCSD","rep1,2",ENCFF031WEU.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/XRCC5/None/Xiang-Dong Fu, UCSD/rep1,2/ENCFF031WEU.bed.gz"
5431,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,eGFP-ZNF148,None,"Kevin White, UChicago",rep3,ENCFF605IWT.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/eGFP-ZNF148/None/Kevin White, UChicago/rep3/ENCFF605IWT.bed.gz"
5432,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,eGFP-ZNF148,None,"Kevin White, UChicago",rep4,ENCFF525WWQ.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/eGFP-ZNF148/None/Kevin White, UChicago/rep4/ENCFF525WWQ.bed.gz"
5433,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,eGFP-ZNF148,None,"Kevin White, UChicago","rep3,4",ENCFF847JMS.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/eGFP-ZNF148/None/Kevin White, UChicago/rep3,4/ENCFF847JMS.bed.gz"
5434,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,AFF1,None,"Michael Snyder, Stanford",rep1,ENCFF658ICM.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/AFF1/None/Michael Snyder, Stanford/rep1/ENCFF658ICM.bed.gz"
5435,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,AFF1,None,"Michael Snyder, Stanford",rep1,ENCFF777OFZ.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/AFF1/None/Michael Snyder, Stanford/rep1/ENCFF777OFZ.bed.gz"
5436,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,AFF1,None,"Michael Snyder, Stanford","rep1,2",ENCFF883RAI.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/AFF1/None/Michael Snyder, Stanford/rep1,2/ENCFF883RAI.bed.gz"
5437,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,AFF1,None,"Michael Snyder, Stanford","rep1,2",ENCFF813NGW.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/AFF1/None/Michael Snyder, Stanford/rep1,2/ENCFF813NGW.bed.gz"
5438,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,AFF1,None,"Michael Snyder, Stanford",rep2,ENCFF631OBD.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/AFF1/None/Michael Snyder, Stanford/rep2/ENCFF631OBD.bed.gz"
5439,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,AFF1,None,"Michael Snyder, Stanford",rep2,ENCFF635SVV.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/AFF1/None/Michael Snyder, Stanford/rep2/ENCFF635SVV.bed.gz"
5440,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,HNRNPH1,None,"Xiang-Dong Fu, UCSD","rep1,2",ENCFF808QGE.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/HNRNPH1/None/Xiang-Dong Fu, UCSD/rep1,2/ENCFF808QGE.bed.gz"
5441,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,HNRNPH1,None,"Xiang-Dong Fu, UCSD",rep2,ENCFF782XJI.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/HNRNPH1/None/Xiang-Dong Fu, UCSD/rep2/ENCFF782XJI.bed.gz"
5442,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,HNRNPH1,None,"Xiang-Dong Fu, UCSD",rep1,ENCFF081ACP.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/HNRNPH1/None/Xiang-Dong Fu, UCSD/rep1/ENCFF081ACP.bed.gz"
5443,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,ZFP91,None,"Michael Snyder, Stanford",rep2,ENCFF926SRD.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/ZFP91/None/Michael Snyder, Stanford/rep2/ENCFF926SRD.bed.gz"
5444,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,ZFP91,None,"Michael Snyder, Stanford","rep1,2",ENCFF279AMR.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/ZFP91/None/Michael Snyder, Stanford/rep1,2/ENCFF279AMR.bed.gz"
5445,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,ZFP91,None,"Michael Snyder, Stanford",rep1,ENCFF784QAW.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/ZFP91/None/Michael Snyder, Stanford/rep1/ENCFF784QAW.bed.gz"
5446,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,MCM7,None,"Michael Snyder, Stanford","rep1,2",ENCFF410FNM.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/MCM7/None/Michael Snyder, Stanford/rep1,2/ENCFF410FNM.bed.gz"
5447,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,MCM7,None,"Michael Snyder, Stanford",rep2,ENCFF957RMO.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/MCM7/None/Michael Snyder, Stanford/rep2/ENCFF957RMO.bed.gz"
5448,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,MCM7,None,"Michael Snyder, Stanford",rep1,ENCFF161ASS.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/MCM7/None/Michael Snyder, Stanford/rep1/ENCFF161ASS.bed.gz"
5449,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,RLF,None,"Michael Snyder, Stanford",rep3,ENCFF343QNN.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/RLF/None/Michael Snyder, Stanford/rep3/ENCFF343QNN.bed.gz"
5450,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,RLF,None,"Michael Snyder, Stanford","rep2,3",ENCFF976UUE.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/RLF/None/Michael Snyder, Stanford/rep2,3/ENCFF976UUE.bed.gz"
5451,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,RLF,None,"Michael Snyder, Stanford",rep2,ENCFF048ASH.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/RLF/None/Michael Snyder, Stanford/rep2/ENCFF048ASH.bed.gz"
5452,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,ZSCAN29,None,"Michael Snyder, Stanford",rep1,ENCFF763CRS.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/ZSCAN29/None/Michael Snyder, Stanford/rep1/ENCFF763CRS.bed.gz"
5453,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,ZSCAN29,None,"Michael Snyder, Stanford","rep1,3",ENCFF695LCK.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/ZSCAN29/None/Michael Snyder, Stanford/rep1,3/ENCFF695LCK.bed.gz"
5454,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,ZSCAN29,None,"Michael Snyder, Stanford",rep3,ENCFF213KDE.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/ZSCAN29/None/Michael Snyder, Stanford/rep3/ENCFF213KDE.bed.gz"
5455,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,RBM39,None,"Xiang-Dong Fu, UCSD",rep2,ENCFF638AEI.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/RBM39/None/Xiang-Dong Fu, UCSD/rep2/ENCFF638AEI.bed.gz"
5456,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,RBM39,None,"Xiang-Dong Fu, UCSD","rep1,2",ENCFF471VAC.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/RBM39/None/Xiang-Dong Fu, UCSD/rep1,2/ENCFF471VAC.bed.gz"
5457,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,RBM39,None,"Xiang-Dong Fu, UCSD",rep1,ENCFF923WED.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/RBM39/None/Xiang-Dong Fu, UCSD/rep1/ENCFF923WED.bed.gz"
5458,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,eGFP-VEZF1,None,"Kevin White, UChicago",rep3,ENCFF268SZL.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/eGFP-VEZF1/None/Kevin White, UChicago/rep3/ENCFF268SZL.bed.gz"
5459,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,eGFP-VEZF1,None,"Kevin White, UChicago",rep4,ENCFF208ETE.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/eGFP-VEZF1/None/Kevin White, UChicago/rep4/ENCFF208ETE.bed.gz"
5460,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,eGFP-VEZF1,None,"Kevin White, UChicago","rep3,4",ENCFF357PIL.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/eGFP-VEZF1/None/Kevin White, UChicago/rep3,4/ENCFF357PIL.bed.gz"
5461,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,ZNF830,None,"Michael Snyder, Stanford","rep1,2",ENCFF047AWC.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/ZNF830/None/Michael Snyder, Stanford/rep1,2/ENCFF047AWC.bed.gz"
5462,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,ZNF830,None,"Michael Snyder, Stanford","rep1,2",ENCFF010YGU.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/ZNF830/None/Michael Snyder, Stanford/rep1,2/ENCFF010YGU.bed.gz"
5463,K562,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,ZNF830,None,"Michael Snyder, Stanford",rep2,ENCFF210AFY.bed.gz,"/pollard/data/functional_genomics/encode/K562/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/ZNF830/None/Michael Snyder, Stanford/rep2/ENCFF210AFY.bed.gz"
